"CLAVE","CVE_EST","NOMBRE","MUNICIPIO","SITUACION","Latitud","Longitud","Altitud"
9045,"df","Santa Ana Tlacotenco","Milpa Alta","Operando",19.17888889,-99.00277778,2595
9046,"df","Colonia Santa Fe","Êlvaro ObregΩn","Suspendida",19.38333333,-99.23333333,2422
9047,"df","Colonia Tacuba","Miguel Hidalgo","Suspendida",19.45972222,-99.18944444,2255
9048,"df","Tacubaya Central (OBS)","Miguel Hidalgo","Operando",19.40361111,-99.19611111,2308.6
9049,"df","Tarango","Êlvaro ObregΩn","Suspendida",19.36,-99.2125,2340
9050,"df","Lomas De Chapultepec","Miguel Hidalgo","Suspendida",19.43333333,-99.21666667,2314
9051,"df","Tlahuac","Tlˇhuac","Operando",19.26277778,-99.00361111,2240
9052,"df","Unidad Modelo","Iztapalapa","Suspendida",19.36666667,-99.11666667,2229
9054,"df","General Anaya","Benito Juˇrez","Suspendida",19.36666667,-99.16666667,2240
9055,"df","Pedro Arvizu 36","Coyoacˇn","Suspendida",19.33333333,-99.13333333,2240
9056,"df","Ixtacalco","Iztacalco","Suspendida",19.3775,-99.12833333,2235
9058,"df","Vertedor Milpa Alta","Milpa Alta","Suspendida",19.18333333,-99.01666667,2488
9059,"df","Castaœeda","Êlvaro ObregΩn","Suspendida",19.36666667,-99.2,2322
9062,"df","Vencedora 44","Gustavo A. Madero","Suspendida",19.48333333,-99.13333333,2237
9064,"df","Chapultepec","Miguel Hidalgo","Suspendida",19.41666667,-99.18333333,2261
9067,"df","Monte Alegre","La Magdalena Contreras","Suspendida",19.21666667,-99.28333333,3450
9068,"df","Puente La Llave","Cuauht?moc","Operando",19.42916667,-99.05277778,2234
9069,"df","Colonia Juarez","Cuauht?moc","Suspendida",19.42916667,-99.15,2240
9070,"df","Campo Experimental Coyoacan","Coyoacˇn","Suspendida",19.35138889,-99.17222222,2260
9071,"df","Colonia Educacion","Coyoacˇn","Operando",19.33388889,-99.13222222,2250
10001,"dgo","Atotonilco","Cuencam?","Operando",24.64055556,-103.6983333,1950
10002,"dgo","Canatlan (SMN)","Canatlˇn","Suspendida",24.55361111,-104.7422222,1960
10003,"dgo","Canelas","Canelas","Operando",25.1,-106.5666667,1754
10004,"dgo","Caœon Fernandez","Cuencam?","Operando",25.26527778,-103.7736111,1200
10005,"dgo","Ceballos","Mapim≠","Operando",26.32388889,-104.3511111,1188
10006,"dgo","Cendradillas","Guanacev≠","Operando",26.28277778,-106.0105556,2270
10007,"dgo","Cienega De Escobar","Tepehuanes","Operando",25.60083333,-105.7463889,2180
10008,"dgo","Cinco De Mayo","San Pedro Del Gallo","Suspendida",25.77361111,-104.2877778,1700
10009,"dgo","Ciudad Lerdo (OBS)","Lerdo","Suspendida",25.53333333,-103.5166667,1135
10010,"dgo","Colonia Ignacio Zaragoza","Durango","Suspendida",25.35,-105.1,2240
10011,"dgo","Colonia Insurgentes","Durango","Operando",23.98638889,-104.6361111,1870
10012,"dgo","Cuencame","Cuencam?","Operando",24.86944444,-103.6983333,1600
10014,"dgo","Charco Verde (CFE)","Durango","Suspendida",23.96666667,-105.45,2464
10015,"dgo","Los Charcos","Mezquital","Suspendida",23.00833333,-104.3036111,2700
10016,"dgo","Chinacates","Santiago Papasquiaro","Operando",25.01,-105.2116667,2050
10017,"dgo","Durango (OBS)","Durango","Operando",24.09472222,-104.5997222,1871.6
10018,"dgo","El Cantil","Santiago Papasquiaro","Operando",24.94444444,-106.2591667,2240
10019,"dgo","Compaœia Ganadera El Carmen","Durango","Suspendida",23.85,-104.9166667,1876
10020,"dgo","El Derrame","Mapim≠","Suspendida",26.23111111,-104.4983333,1300
10021,"dgo","El Palmito","Ind?","Operando",25.61444444,-105.0036111,1538
10022,"dgo","El Pino","Canatlˇn","Suspendida",24.61916667,-104.8658333,2100
10023,"dgo","El Pueblito","Durango","Operando",23.96444444,-104.735,1900
10024,"dgo","El Saltito","Durango","Suspendida",24.02861111,-104.3494444,1847
10025,"dgo","El Salto (SMN)","Pueblo Nuevo","Suspendida",23.78333333,-105.3666667,2560
10026,"dgo","El Tarahumar","Tepehuanes","Suspendida",25.61694444,-106.3244444,2534
10027,"dgo","Francisco I. Madero","Pˇnuco De Coronado","Suspendida",24.40055556,-104.3188889,1960
10028,"dgo","El Cuarto","San Juan Del R≠o","Suspendida",24.945,-104.4808333,1540
10029,"dgo","Guanacevi (SMN)","Guanacev≠","Operando",25.93305556,-105.9516667,2099
10030,"dgo","Guadalupe Victoria (DGE)","Guadalupe Victoria","Operando",24.44611111,-104.1222222,2000
10031,"dgo","Huahuapan","San Dimas","Operando",24.52277778,-105.9516667,1170
10032,"dgo","Huazamota","Mezquital","Suspendida",22.525,-104.4930556,552
10033,"dgo","Ignacio Allende","Guadalupe Victoria","Suspendida",24.47194444,-103.9972222,1960
10034,"dgo","Insurgentes J. Hernandez","Súchil","Suspendida",23.42361111,-104.1311111,2246
10035,"dgo","J. Salome Acosta","Santiago Papasquiaro","Operando",25.22055556,-105.4488889,1670
10036,"dgo","La Ciudad (CFE)","Pueblo Nuevo","Suspendida",23.71666667,-105.5833333,2570
10037,"dgo","La Huerta","Topia","Operando",25.36333333,-106.7005556,670
10038,"dgo","La Peœa","Pueblo Nuevo","Operando",23.55416667,-105.4111111,2756
10039,"dgo","La Zarca","Hidalgo","Suspendida",25.73333333,-104.7166667,1990
10040,"dgo","Las Bayas","Durango","Operando",23.50444444,-104.8244444,2643
10042,"dgo","Las Truchas","San Dimas","Operando",24.17444444,-105.9666667,1794
10043,"dgo","Las Vegas","San Dimas","Suspendida",24.18027778,-105.47,1391
10044,"dgo","Llano Grande (CFE)","Durango","Suspendida",23.88333333,-105.2,2585
10045,"dgo","Mapimi","Mapim≠","Operando",25.83222222,-103.8466667,1388
10046,"dgo","San Juan Del Mezquital","Mezquital","Suspendida",23.47888889,-104.4752778,1922
10047,"dgo","Presa Franciasco Villa -A. Narciso Mendoza","Poanas","Operando",24.00166667,-103.9608333,1980
10048,"dgo","Navios Viejos","Durango","Operando",23.83444444,-105.0416667,2581
10049,"dgo","Nazas A. Agustin Melgar","Nazas","Operando",25.23,-104.1066667,1250
10050,"dgo","El Ojito De Camellones","Canelas","Operando",25.0625,-106.5305556,1145
10051,"dgo","Otinapa","Durango","Operando",24.05361111,-105.0086111,2400
10052,"dgo","Panuco De Coronado","Pˇnuco De Coronado","Suspendida",24.53833333,-104.3330556,2134
10053,"dgo","Peœoles","San Pedro Del Gallo","Suspendida",25.65222222,-104.5291667,1950
10054,"dgo","Peœa Del Aguila","Durango","Operando",24.20527778,-104.6580556,1890
10055,"dgo","Pedriceœa","Cuencam?","Operando",25.11555556,-103.7883333,1310
10056,"dgo","Peœon Blanco (SMN)","PeœΩn Blanco","Suspendida",24.79111111,-104.0341667,1700
10057,"dgo","Presa Santa Elena","Súchil","Operando",23.62527778,-104.0555556,1913
10058,"dgo","Pueblo Nuevo","Pueblo Nuevo","Suspendida",23.38333333,-105.3666667,1580
10059,"dgo","Ramon Corona","Cuencam?","Suspendida",24.185,-103.6308333,2130
10060,"dgo","Rodeo (SMN)","Rodeo","Suspendida",25.18333333,-104.5333333,1810
10061,"dgo","Rosario","Ocampo","Operando",26.50611111,-105.6441667,1800
10062,"dgo","San Antonio","Ocampo","Suspendida",26.43333333,-105.35,1655
10063,"dgo","San Bartolo","Canatlˇn","Operando",24.52694444,-104.6555556,2000
10064,"dgo","San Dimas","San Dimas","Operando",24.14833333,-105.9527778,880
10065,"dgo","San Francisco Del Mezquital","Mezquital","Operando",23.47,-104.3986111,1500
10066,"dgo","San Jose De Acevedo","Nombre De Dios","Operando",23.80722222,-104.2663889,1750
10067,"dgo","San Juan De Guadalupe (SMN)","San Juan De Guadalupe","Suspendida",24.61666667,-102.75,1520
10068,"dgo","San Juan Del Rio","San Juan Del R≠o","Suspendida",24.79972222,-104.3952778,1700
10069,"dgo","San Luis Del Cordero (SMN)","San Luis Del Cordero","Suspendida",25.41666667,-104.2833333,1508
10070,"dgo","San Marcos","Santa Clara","Suspendida",24.29444444,-103.5427778,2000
10071,"dgo","San Miguel De Lobos","Tepehuanes","Suspendida",25.18333333,-105.9833333,2300
10072,"dgo","San Pedro Del Gallo (SMN)","San Pedro Del Gallo","Operando",25.56722222,-104.2916667,1700
10073,"dgo","Santa Barbara (SMN)","Durango","Suspendida",23.78333333,-104.9,2316
10074,"dgo","Santa Clara","Santa Clara","Suspendida",24.46916667,-103.3530556,1800
10075,"dgo","Santa Maria Del Oro","El Oro","Operando",25.95333333,-105.3666667,1700
10076,"dgo","Santiago Bayacora","Durango","Operando",23.89888889,-104.6044444,1900
10077,"dgo","Santiago Papasquiaro (DGE)","Santiago Papasquiaro","Suspendida",25.05,-105.45,1740
10078,"dgo","Sardinas","San Bernardo","Operando",26.08416667,-105.5658333,1639
10079,"dgo","Sianori","Topia","Suspendida",25.23333333,-106.7333333,947
10080,"dgo","Simon Bolivar","General SimΩn Bol≠var","Suspendida",24.68777778,-103.2263889,1525
10081,"dgo","Suchil","Súchil","Operando",23.62388889,-103.9177778,2000
10082,"dgo","Tamazula De Victoria","Tamazula","Operando",24.93611111,-106.975,250
10083,"dgo","Tejamen","Nuevo Ideal","Operando",24.80833333,-105.1338889,2100
10084,"dgo","Tepehuanes (SMN)","Tepehuanes","Suspendida",25.33333333,-105.7166667,1800
10085,"dgo","Tlahualilo","Tlahualilo","Operando",26.10638889,-103.4427778,1100
10086,"dgo","Topia","Topia","Suspendida",25.21666667,-106.5666667,1770
10087,"dgo","Vascogil","Canelas","Operando",25.12916667,-106.3625,2400
10088,"dgo","Vicente Guerrero","Vicente Guerrero","Operando",23.73777778,-103.9797222,1950
10089,"dgo","Villa Hidalgo (SMN)","Hidalgo","Suspendida",26.23888889,-104.9083333,1700
10090,"dgo","Canatlan (DGE)","Canatlˇn","Operando",24.51805556,-104.7833333,2000
10091,"dgo","Coluta","Tamazula","Suspendida",25.1,-106.7255556,520
10092,"dgo","Durango (DGE)","Durango","Suspendida",24.02444444,-104.6730556,1900
10093,"dgo","El Salto (DGE)","Pueblo Nuevo","Operando",23.69027778,-105.3527778,2538
10094,"dgo","Guanacevi (DGE)","Guanacev≠","Suspendida",25.93333333,-105.9666667,2050
10095,"dgo","Guadalupe Victoria (SMN)","Guadalupe Victoria","Suspendida",24.4375,-104.1211111,1980
10096,"dgo","La Chaparra (PFM)","Santiago Papasquiaro","Suspendida",25.03333333,-105.65,2590
10097,"dgo","La Zarca (CFE)","Hidalgo","Suspendida",26.05,-104.9833333,1896
10098,"dgo","Rodeo (DGE)","Rodeo","Operando",25.18333333,-104.5625,1346
10099,"dgo","San Juan De Guadalupe (DGE)","San Juan De Guadalupe","Operando",24.63138889,-102.7827778,1531
10100,"dgo","Santiago Papasquiaro (SMN)","Santiago Papasquiaro","Operando",25.05,-105.4152778,1740
10101,"dgo","Tepehuanes (DGE)","Tepehuanes","Suspendida",25.34333333,-105.7230556,1800
10102,"dgo","Guatimape (SMN)","Nuevo Ideal","Suspendida",24.80388889,-104.9225,2000
10103,"dgo","Santa Barbara (DGE)","Durango","Operando",23.82166667,-104.9261111,2260
10107,"dgo","Fraccionamiento San Ignacio","Hidalgo","Suspendida",26.08333333,-104.9666667,1700
10108,"dgo","Ciudad Lerdo (DGE)","Lerdo","Operando",25.54611111,-103.5219444,1140
10109,"dgo","Hacienda Ganadera El Ojo","Poanas","Suspendida",24.0175,-104.1127778,2019
10110,"dgo","Hacienda La Pila","Durango","Suspendida",24.11777778,-104.2883333,1890
10118,"dgo","E.T.A. 015 Abasolo","Rodeo","Suspendida",25.25,-104.6666667,1376
10119,"dgo","E.T.A. 019 Tepehuanes","Tepehuanes","Suspendida",25.36666667,-105.75,1800
10120,"dgo","E.T.F. 142 Pueblo Nuevo","Pueblo Nuevo","Suspendida",23.36666667,-105.35,1480
10121,"dgo","Los Altares","Santiago Papasquiaro","Operando",24.98888889,-105.8916667,2490
10122,"dgo","San Diego","Santiago Papasquiaro","Suspendida",24.89444444,-106.1208333,1640
10123,"dgo","San Pablo","Pueblo Nuevo","Suspendida",23.86666667,-105.6166667,1885
10124,"dgo","La Flor","Durango","Suspendida",23.525,-104.7227778,2840
10125,"dgo","La Rosilla","Guanacev≠","Suspendida",26.12861111,-106.3333333,2750
10126,"dgo","Arnulfo R. Gomez","Canatlˇn","Operando",24.72472222,-104.875,1995
10127,"dgo","Caboraca","Canatlˇn","Operando",24.54027778,-104.8102778,2013
10128,"dgo","Villa Hidalgo (DGE)","Hidalgo","Operando",26.24777778,-104.9194444,1700
10129,"dgo","Coneto De Comonfort","Coneto De Comonfort","Operando",24.97694444,-104.7688889,1950
10131,"dgo","Peœon Blanco (DGE)","PeœΩn Blanco","Operando",24.79305556,-104.0377778,1700
10132,"dgo","San Luis Del Cordero (DGE)","San Luis Del Cordero","Operando",25.42,-104.28,1500
10133,"dgo","San Pedro Del Gallo (DGE)","San Pedro Del Gallo","Suspendida",25.56638889,-104.2927778,1660
10134,"dgo","Conejos","Mapim≠","Suspendida",26.23333333,-103.8666667,1146
10135,"dgo","Cuauhtemoc","Cuencam?","Operando",24.25138889,-103.7955556,2175
10136,"dgo","Doce De Diciembre","Cuencam?","Operando",24.70555556,-103.5725,1950
10137,"dgo","Guatimape (DGE)","Nuevo Ideal","Operando",24.80694444,-104.9219444,1974
10138,"dgo","San Bernardo","San Bernardo","Operando",26.00444444,-105.5266667,1640
10139,"dgo","Agua Puerca","Ocampo","Suspendida",26.38555556,-105.3772222,1680
10140,"dgo","La Cadena","Mapim≠","Operando",25.87861111,-104.1625,1500
10141,"dgo","Canutillo","Ocampo","Operando",26.52555556,-105.3733333,1700
10142,"dgo","El Casco","San Pedro Del Gallo","Operando",25.54833333,-104.5838889,1850
10143,"dgo","Inde","Ind?","Operando",25.57555556,-105.2197222,1900
10144,"dgo","El Mirador","Hidalgo","Suspendida",26.12666667,-105.0183333,1880
10145,"dgo","Planta Frankie (CFE)","GΩmez Palacio","Suspendida",25.61666667,-103.5,1140
10146,"dgo","Yerbanis","PeœΩn Blanco","Operando",24.73666667,-103.5855556,1840
10147,"dgo","El Zape","Guanacev≠","Operando",25.76666667,-105.7858333,1940
10148,"dgo","El Real","Tamazula","Operando",24.71194444,-106.5436111,300
10149,"dgo","General Escobedo","El Oro","Operando",25.5,-105.25,1580
10150,"dgo","Luis Moya","PeœΩn Blanco","Operando",24.55277778,-103.9641667,1920
10151,"dgo","La Michila","Súchil","Suspendida",23.38333333,-104.25,2480
10152,"dgo","Cerro Prieto","Durango","Suspendida",24.21138889,-105.3391667,2660
10153,"dgo","Chacala","Tamazula","Suspendida",24.81111111,-106.7372222,650
10154,"dgo","Pielagos","Otˇez","Suspendida",24.87583333,-105.9666667,2400
10155,"dgo","Radar Palmito","Hidalgo","Operando",25.76666667,-104.9333333,1841
10156,"dgo","Tepehuanes (OBS)","Tepehuanes","Suspendida",25.33777778,-105.7230556,1810.2
10157,"dgo","El Alemˇn","Súchil","Operando",23.33638889,-104.1675,2177
10158,"dgo","El Troncon","Mezquital","Operando",23.49194444,-104.3875,1411
10159,"dgo","Piedra Herrada","Súchil","Operando",23.38777778,-104.2472222,2492
10160,"dgo","Agua Blanca","San Dimas","Operando",24.44388889,-105.785,2500
10161,"dgo","Yermo","Mapim≠","Operando",26.3925,-104.005,1155
10163,"dgo","Villa Juarez (CFE)","Lerdo","Suspendida",25.56666667,-103.5333333,1160
10164,"dgo","La Flor Del Desierto","Tlahualilo","Operando",26.52916667,-104.1344444,1150
10165,"dgo","Laboratorio Del Desierto","Tlahualilo","Operando",26.68555556,-103.7469444,1160
10166,"dgo","Higueras","Rodeo","Operando",25.08944444,-104.5763889,1420
10167,"dgo","Revolucion","Hidalgo","Operando",26.12694444,-105.0166667,1882
10168,"dgo","Cartagena","Tlahualilo","Operando",26.14,-103.7591667,1124
10169,"dgo","C.B.T.A. 101 Gomez Palacio","GΩmez Palacio","Operando",25.81388889,-103.5741667,1180
10170,"dgo","C.B.T.A. 047 Lerdo","Lerdo","Operando",25.50555556,-103.6538889,1140
10171,"dgo","Campo Experimental Antonio Narro","Cuencam?","Suspendida",24.81083333,-103.8005556,1780
10172,"dgo","San Jose De Reyes","General SimΩn Bol≠var","Operando",24.44333333,-103.1325,1995
10173,"dgo","San Gabriel","Ocampo","Suspendida",26.43916667,-105.5591667,1750
10174,"dgo","Presa El Tigre","San Juan De Guadalupe","Operando",24.57666667,-102.7802778,1567
10176,"dgo","Rio Miravalles","San Dimas","Operando",24.36472222,-105.5175,2413
10177,"dgo","San Felipe","Durango","Operando",23.99833333,-104.5858333,1874
10178,"dgo","Granja Nirvana","Lerdo","Operando",24.40111111,-103.7369444,1173
10179,"dgo","Cinco Seœores","Nazas","Operando",25.26111111,-104.0652778,1236
10180,"dgo","Villa Ocampo","Ocampo","Operando",26.44055556,-105.5027778,1732
10187,"dgo","El Naranjo","General SimΩn Bol≠var","Suspendida",24.625,-103.3055556,1700
10188,"dgo","Cevag","Durango","Suspendida",26.68694444,-103.7472222,1929
11001,"gto","Abasolo","Abasolo","Operando",20.44666667,-101.5363889,1761
11002,"gto","Acambaro","Acˇmbaro","Operando",20.0325,-100.7122222,1860
11003,"gto","Agua Tibia","P?njamo","Operando",20.51027778,-101.6294444,1720
11004,"gto","Aldama","Irapuato","Operando",20.81694444,-101.3188889,1800
11005,"gto","Apaseo","Apaseo El Grande","Operando",20.54444444,-100.6855556,1773
11006,"gto","Apaseo El Alto","Apaseo El Alto","Operando",20.455,-100.6208333,1875
11007,"gto","Calderones","Guanajuato","Operando",20.99166667,-101.2272222,2357
11008,"gto","Caœada De Gonzalez","Dolores Hidalgo Cuna De La Independencia Nacional","Suspendida",21.16472222,-101.1191667,2125
11009,"gto","Celaya (SMN)","Celaya","Operando",20.53638889,-100.8166667,1761
11010,"gto","Cerano","Yuriria","Operando",20.10111111,-101.3958333,1909
11011,"gto","Cinco Seœores","San Miguel De Allende","Operando",20.95777778,-100.8933333,2062
11012,"gto","Coroneo","Coroneo","Operando",20.19833333,-100.3633333,2271
11013,"gto","Cortazar","Cortazar","Operando",20.48777778,-100.9627778,1730
11014,"gto","Cueramaro","Cuerˇmaro","Operando",20.62555556,-101.6758333,1732
11015,"gto","Charcas","Doctor Mora","Operando",21.13916667,-100.3305556,2114
11016,"gto","Dolores Hidalgo (DGE)","Dolores Hidalgo Cuna De La Independencia Nacional","Suspendida",21.16666667,-100.9333333,1987
11017,"gto","Dolores Hidalgo (SMN)","Dolores Hidalgo Cuna De La Independencia Nacional","Operando",21.15222222,-100.9513889,1937
11018,"gto","El Chilarillo","Jer?cuaro","Suspendida",20.12083333,-100.4580556,2110
11019,"gto","El Huizache","Cortazar","Suspendida",20.42027778,-100.9594444,1812
11020,"gto","El Palote","LeΩn","Operando",21.17277778,-101.6963889,1837
11021,"gto","El Sabino","Salvatierra","Operando",20.28138889,-101.0063889,1730
11022,"gto","El Terrero","Apaseo El Alto","Operando",20.36972222,-100.5547222,2099
11023,"gto","Guanajal","San Francisco Del RincΩn","Operando",21.02527778,-101.8366667,1767
11024,"gto","Guanajuato (OBS)","Guanajuato","Operando",21.01472222,-101.2661111,1999.4
11025,"gto","Hacienda De Arriba","LeΩn","Operando",21.23111111,-101.7052778,1920
11026,"gto","Hacienda San Juan","San Diego De La UniΩn","Suspendida",21.46861111,-100.9213889,2120
11027,"gto","Iramuco","Acˇmbaro","Suspendida",19.98333333,-100.9166667,1840
11028,"gto","Irapuato","Irapuato","Operando",20.66833333,-101.3372222,1729
11029,"gto","Jalpa","Pur≠sima Del RincΩn","Suspendida",20.87888889,-101.9866667,1753
11030,"gto","Jaral De Berrios","San Felipe","Operando",21.695,-101.0244444,1859
11031,"gto","Jerecuaro","Jer?cuaro","Operando",20.14305556,-100.5188889,1787
11032,"gto","Santa Cruz Juventino Rosas (DGE)","Santa Cruz De Juventino Rosas","Operando",20.64972222,-101,1761
11033,"gto","La Begoœa","San Miguel De Allende","Operando",20.84833333,-100.8258333,1850
11034,"gto","La Golondrina","P?njamo","Operando",20.43833333,-101.7422222,1849
11035,"gto","La Sandia","LeΩn","Operando",20.92055556,-101.6975,1771
11036,"gto","Las Adjuntas","Manuel Doblado","Operando",20.67527778,-101.8441667,1727
11037,"gto","Las Mesas","Abasolo","Suspendida",20.43083333,-101.4980556,1878
11038,"gto","Mogotes","Valle De Santiago","Operando",20.42,-101.285,1731
11039,"gto","Leon (OBS)","LeΩn","Suspendida",21.14805556,-101.7191667,1950
11040,"gto","Los Castillos","LeΩn","Operando",21.19527778,-101.6675,1865
11041,"gto","Los Razos","Salamanca","Operando",20.67583333,-101.1488889,1768
11042,"gto","Los Rodriguez","San Miguel De Allende","Operando",21.04083333,-100.6405556,2009
11043,"gto","Lourdes","San Luis De La Paz","Suspendida",21.29,-100.7019444,1995
11044,"gto","Mandujano","Santa Cruz De Juventino Rosas","Operando",20.74027778,-101.0494444,2059
11045,"gto","Media Luna","LeΩn","Operando",21.2325,-101.6391667,2221
11046,"gto","Minas De Maguey","Victoria","Suspendida",21.55,-100.1333333,1000
11047,"gto","Moroleon","MoroleΩn","Operando",20.12555556,-101.1913889,1812
11048,"gto","Neutla","Comonfort","Suspendida",20.70777778,-100.8355556,1933
11049,"gto","Nuevo Valle Moreno","LeΩn","Operando",21.21111111,-101.4258333,2247
11050,"gto","Ocampo","Ocampo","Operando",21.65,-101.4797222,2253
11051,"gto","Peœuelitas","Dolores Hidalgo Cuna De La Independencia Nacional","Operando",21.10777778,-100.8780556,1906
11052,"gto","Pericos","Salamanca","Operando",20.52222222,-101.1183333,1719
11053,"gto","Pozos","San Luis De La Paz","Operando",21.22,-100.4961111,2206
11054,"gto","Pueblo Nuevo","Pueblo Nuevo","Operando",20.5275,-101.3713889,1715
11055,"gto","Purisima De Bustos","Pur≠sima Del RincΩn","Operando",21.07861111,-101.8711111,1794
11056,"gto","Planta Ramos Millan","Cortazar","Operando",20.51166667,-100.9513889,1735
11057,"gto","Rio Lajas","Dolores Hidalgo Cuna De La Independencia Nacional","Suspendida",21.2,-100.9166667,1906
11058,"gto","Romita","Romita","Suspendida",20.87,-101.5147222,1755
11059,"gto","La Magdalena","Valle De Santiago","Operando",20.30861111,-101.1727778,1830
11060,"gto","Salvatierra","Salvatierra","Operando",20.21444444,-100.8858333,1753
11061,"gto","San Antonio","Dolores Hidalgo Cuna De La Independencia Nacional","Suspendida",21.16,-100.9247222,1920
11062,"gto","San Antonio De Los Martinez","San Luis De La Paz","Suspendida",21.62861111,-100.4305556,1742
11063,"gto","San Cristobal","Dolores Hidalgo Cuna De La Independencia Nacional","Operando",21.15583333,-100.9177778,1929
11064,"gto","San Diego De La Union","San Diego De La UniΩn","Suspendida",21.46555556,-100.8719444,2070
11065,"gto","San Felipe (DGE)","San Felipe","Operando",21.48277778,-101.2166667,2094
11066,"gto","San Jose Iturbide (SMN)","San Jos? Iturbide","Operando",21.01194444,-100.3652778,2136
11067,"gto","San Juan De Los Llanos","San Felipe","Suspendida",21.48638889,-101.1955556,2081
11068,"gto","San Luis De La Paz","San Luis De La Paz","Operando",21.29916667,-100.5166667,2019
11069,"gto","San Pedro De Los Almoloya","San Felipe","Suspendida",21.6,-101.2333333,2130
11070,"gto","Santa Julia","Guanajuato","Operando",21.07222222,-101.1961111,2552
11071,"gto","Santa Maria (DGE)","Silao De La Victoria","Operando",20.94333333,-101.4302778,1768
11072,"gto","Santa Rita","Jaral Del Progreso","Operando",20.29833333,-101.0669444,1728
11073,"gto","Santa Rosa El Mineral","Guanajuato","Operando",21.02194444,-101.2533333,2074
11074,"gto","Silao (DGE)","Silao De La Victoria","Operando",20.94777778,-101.4427778,1784
11075,"gto","Soledad Nueva","Dolores Hidalgo Cuna De La Independencia Nacional","Operando",21.28333333,-100.9169444,2011
11076,"gto","Presa Solis","Acˇmbaro","Operando",20.05388889,-100.6727778,1901
11077,"gto","Tarandacuao","Tarandacuao","Operando",19.9975,-100.5122222,1937
11078,"gto","Tarimoro","Tarimoro","Operando",20.28722222,-100.7602778,1766
11079,"gto","Valle De Santiago","Valle De Santiago","Operando",20.38277778,-101.1788889,1790
11080,"gto","Villa Doctor Mora","Doctor Mora","Suspendida",21.15,-100.3166667,2125
11081,"gto","Villa Victoria (SMN)","Victoria","Suspendida",21.2,-100.2166667,1740
11082,"gto","Villa Victoria (DGE)","Victoria","Operando",21.21305556,-100.22,1759
11083,"gto","Xichu","Xichú","Operando",21.29861111,-100.0925,1318
11084,"gto","Celaya (DGE)","Celaya","Suspendida",20.53472222,-100.8136111,1752
11085,"gto","Dos Arroyos","San Miguel De Allende","Operando",20.85055556,-100.8472222,1899
11087,"gto","San Jose De Pantoja","Valle De Santiago","Operando",20.40166667,-101.4027778,1693
11088,"gto","San Jose Iturbide (DGE)","San Jos? Iturbide","Suspendida",21.01666667,-100.3666667,2099
11089,"gto","Silao (SMN)","Silao De La Victoria","Suspendida",20.95,-101.4333333,1777
11090,"gto","Puruagua (SMN)","Jer?cuaro","Suspendida",20.07583333,-100.4566667,2013
11091,"gto","Penjamo","P?njamo","Suspendida",20.43333333,-101.7166667,1770
11092,"gto","San Miguel Octopan","Celaya","Operando",20.57777778,-100.7455556,1764
11093,"gto","San Miguel De Allende (SMN)","San Miguel De Allende","Operando",20.91194444,-100.7436111,1917
11094,"gto","Guanajuato (DGE)","Guanajuato","Operando",21.01222222,-101.265,2008
11095,"gto","Leon (DGE)","LeΩn","Operando",21.13611111,-101.6988889,1828
11096,"gto","Salamanca","Salamanca","Operando",20.56527778,-101.1997222,1717
11097,"gto","Santa Maria (SMN)","Yuriria","Suspendida",20.22166667,-101.1372222,1751
11098,"gto","Santa Cruz Juventino Rosas (SMN)","Santa Cruz De Juventino Rosas","Suspendida",20.65083333,-100.9833333,1756
11099,"gto","Mariano Abasolo","P?njamo","Operando",20.49944444,-101.9488889,1711
11100,"gto","Roque","Celaya","Operando",20.58138889,-100.8280556,1722
11101,"gto","C.A.E. Leon","LeΩn","Suspendida",21.11833333,-101.7475,2012
11103,"gto","Valenciana","Guanajuato","Suspendida",21.03416667,-101.2558333,2147
11105,"gto","Ameche","Apaseo El Grande","Operando",20.55361111,-100.5827778,1780
11107,"gto","La Quemada","San Felipe","Operando",21.3225,-101.1066667,2003
11109,"gto","San Felipe (SMN)","San Felipe","Suspendida",21.48083333,-101.1522222,2066
11110,"gto","Tres Encinos","San Felipe","Suspendida",21.45861111,-101.2555556,2144
11111,"gto","Atarjea","Atarjea","Operando",21.26722222,-99.71777778,1245
11112,"gto","Ciudad Manuel Doblado","Manuel Doblado","Suspendida",20.74277778,-101.9525,1721
11113,"gto","Comonfort","Comonfort","Operando",20.71972222,-100.7633333,1790
11114,"gto","El Refugio","Salvatierra","Suspendida",20.12472222,-100.8536111,1837
11116,"gto","Hacienda San Lucas","Jer?cuaro","Operando",20.17611111,-100.555,2027
11117,"gto","Los Lobos","Valle De Santiago","Suspendida",20.475,-101.2016667,1733
11118,"gto","San Miguel De Allende (DGE)","San Miguel De Allende","Suspendida",20.91388889,-100.7444444,1904
11119,"gto","Tierra Blanca","Tierra Blanca","Operando",21.09638889,-100.1627778,1727
11121,"gto","El Pinillo","Dolores Hidalgo Cuna De La Independencia Nacional","Operando",20.92222222,-101.0611111,1935
11122,"gto","Presa Jalpa","Comonfort","Operando",20.7625,-100.6147222,1992
11123,"gto","Buenavista","San Felipe","Suspendida",21.38611111,-101.0597222,2130
11124,"gto","El Chapin","Guanajuato","Operando",20.87194444,-101.2444444,1853
11125,"gto","El Nopal","Guanajuato","Suspendida",21.03194444,-101.2575,2074
11126,"gto","El Savilar","Celaya","Suspendida",20.41777778,-100.7730556,1790
11129,"gto","La Chirimoya","San Felipe","Suspendida",21.6,-101.0833333,2000
