"CLAVE","CVE_EST","NOMBRE","MUNICIPIO","SITUACION","Latitud","Longitud","Altitud"
1001,"ags","Aguascalientes (OBS)","Aguascalientes","Operando",21.85027778,-102.2908333,1890.8
1003,"ags","Calvillo (SMN)","Calvillo","Suspendida",21.88333333,-102.7188889,1640
1004,"ags","Caœada Honda","Aguascalientes","Operando",22.00083333,-102.1988889,1925
1005,"ags","Presa El Niagara","Aguascalientes","Operando",21.78055556,-102.3716667,1844
1006,"ags","El Tule (SMN)","Asientos","Suspendida",22.08166667,-102.0913889,1960
1007,"ags","Jesús Maria (SMN)","Jesús Mar≠a","Suspendida",21.96222222,-102.3447222,1880
1008,"ags","Puerto De La Concepcion","Tepezalˇ","Operando",22.20277778,-102.135,2322.8
1009,"ags","La Labor (SMN)","Calvillo","Suspendida",21.96222222,-102.6947222,1740
1010,"ags","La Tinaja","San Jos? De Gracia","Operando",22.16444444,-102.5541667,2525.7
1011,"ags","Malpaso","Calvillo","Operando",21.86,-102.6638889,1730.2
1012,"ags","Presa Media Luna","Calvillo","Operando",21.79444444,-102.8016667,1588.7
1013,"ags","Mesillas","Tepezalˇ","Operando",22.31333333,-102.1658333,2020.5
1014,"ags","PabellΩn Campo Experimental","PabellΩn De Arteaga","Operando",22.16694444,-102.2927778,1933.7
1015,"ags","Palo Alto","El Llano","Operando",21.91638889,-101.9694444,2037.5
1016,"ags","Ganader≠a Peœuelas","Aguascalientes","Suspendida",21.71055556,-102.2822222,1850
1017,"ags","Presa Potrerillos","San Jos? De Gracia","Operando",22.23277778,-102.4436111,2171.9
1018,"ags","Presa Plutarco El≠as Calles","San Jos? De Gracia","Operando",22.14138889,-102.4152778,2053.1
1019,"ags","Presa Jocoque","PabellΩn De Arteaga","Operando",22.12805556,-102.3594444,2006.2
1020,"ags","Presa La Codorniz","Calvillo","Operando",21.99666667,-102.6741667,1850.2
1021,"ags","Rancho Viejo","San Jos? De Gracia","Operando",22.12333333,-102.5111111,2126.6
1022,"ags","San Bartolo","Aguascalientes","Operando",21.74805556,-102.1702778,1997.6
1023,"ags","Calvillo (DGE)","Calvillo","Operando",21.83666667,-102.7116667,1684.6
1024,"ags","San Isidro","Aguascalientes","Operando",21.77861111,-102.1038889,2004.4
1025,"ags","San Francisco De Los Romo (SMN)","San Francisco De Los Romo","Suspendida",22.07722222,-102.2711111,1880
1026,"ags","Tepezalˇ","Tepezalˇ","Operando",22.22361111,-102.1688889,2110.2
1027,"ags","Venadero (DGE)","Jesús Mar≠a","Operando",21.87722222,-102.4633333,2025.6
1028,"ags","Villa Juˇrez","Asientos","Operando",22.10083333,-102.0677778,1999.3
1029,"ags","Asientos","Asientos","Operando",22.23972222,-102.0888889,2162.8
1030,"ags","Aguascalientes","Aguascalientes","Operando",21.89555556,-102.3086111,1888.7
1031,"ags","El Novillo","El Llano","Operando",22.01888889,-101.9991667,2042.6
1032,"ags","Las Fraguas","Asientos","Operando",22.03916667,-101.8925,2086
1033,"ags","Los Conos","El Llano","Operando",21.89777778,-101.9925,2025.9
1034,"ags","Sandovales","El Llano","Operando",21.885,-102.1091667,2007
1035,"ags","San Francisco De Los Viveros","El Llano","Suspendida",21.91194444,-102.13,2020
1036,"ags","Santa Rosa","Aguascalientes","Suspendida",21.81666667,-102.3,1860
1041,"ags","Pabellon De Arteaga (SMN)","PabellΩn De Arteaga","Suspendida",22.15,-102.2833333,1900
1043,"ags","E.T.A. 127 Aguascalientes","Aguascalientes","Suspendida",21.88333333,-102.3,1855
1045,"ags","El Tule (DGE)","Asientos","Operando",22.08305556,-102.0911111,1981.7
1046,"ags","La Labor (DGE)","Calvillo","Operando",21.96444444,-102.6972222,1784.5
1047,"ags","Agua Zarca","Calvillo","Suspendida",21.97416667,-102.5844444,2416.8
1057,"ags","Venadero (SMN)","Jesús Mar≠a","Suspendida",21.8725,-102.4666667,2000
1062,"ags","Arellano","Aguascalientes","Operando",21.80194444,-102.2730556,1910.7
1063,"ags","Peœuelas (SMN)","Aguascalientes","Suspendida",21.725,-102.275,1870
1073,"ags","La Tinaja","El Llano","Operando",21.80944444,-102.1297222,2027.1
1074,"ags","Cieneguilla","Aguascalientes","Operando",21.73111111,-102.4527778,1838.8
1075,"ags","Montoro","Aguascalientes","Operando",21.75722222,-102.3022222,1870.5
1076,"ags","Los Negritos","Aguascalientes","Suspendida",21.87055556,-102.3491667,1887.1
1077,"ags","El Ocote","Aguascalientes","Operando",21.78277778,-102.5175,2044.6
1078,"ags","El Ocote","Calvillo","Operando",21.89027778,-102.8325,2328.9
1079,"ags","Peœuelas (DGE)","Aguascalientes","Operando",21.72583333,-102.2722222,1900.3
1080,"ags","Presa Canutillo","Jesús Mar≠a","Operando",21.8375,-102.5222222,1949.7
1081,"ags","Rancho Seco","Asientos","Operando",22.08833333,-101.9672222,2067.2
1082,"ags","Rincon De Romos","RincΩn De Romos","Operando",22.23111111,-102.3152778,1965.3
1083,"ags","San Francisco De Los Romo (DGE)","San Francisco De Los Romo","Operando",22.07888889,-102.2730556,1909.1
1084,"ags","San Gil","Asientos","Operando",22.20833333,-102.0222222,2032.2
1085,"ags","Tepetatillo","Asientos","Operando",22.09111111,-102.1813889,2039.7
1088,"ags","Cos≠o","Cos≠o","Operando",22.36277778,-102.2969444,2022.7
1089,"ags","Presa 50 Aniversario","San Jos? De Gracia","Operando",22.18861111,-102.4641667,2104.3
1090,"ags","Jesús Maria (DGE)","Jesús Mar≠a","Operando",21.96222222,-102.3505556,1880.9
1091,"ags","Los Alisos","Calvillo","Operando",21.74222222,-102.7169444,2216
1094,"ags","El Chayote","Tepezalˇ","Operando",22.28611111,-102.2358333,1951.2
1095,"ags","Milpillas De Arriba","Jesús Mar≠a","Operando",21.935,-102.5508333,2163.6
1096,"ags","Calvillito","Aguascalientes","Operando",21.83527778,-102.1825,1969.8
1097,"ags","Aguascalientes II","Aguascalientes","Operando",21.90555556,-102.265,1945.5
1098,"ags","La Posta U.A.A.","Jesús Mar≠a","Operando",21.9725,-102.3625,1940.9
1099,"ags","Jesús Terˇn (El Muerto)","El Llano","Operando",21.97583333,-102.0619444,2044
1101,"ags","Las Presas","El Llano","Operando",21.90916667,-102.0869444,2044.6
1102,"ags","PabellΩn De Arteaga (DGE)","PabellΩn De Arteaga","Operando",22.14722222,-102.2791667,1929.7
1103,"ags","Alamitos Campamento","San Jos? De Gracia","Operando",22.1775,-102.5861111,2603.4
1104,"ags","Abelardo L. Rodr≠guez","Jesús Mar≠a","Suspendida",21.91444444,-102.4286111,1970.8
1105,"ags","Los Cuartos","Jesús Mar≠a","Operando",21.98638889,-102.35,1901.3
1106,"ags","La Primavera","Jesús Mar≠a","Operando",21.95861111,-102.4758333,2059
1108,"ags","Arroyo Hondo (CYCNA)","Tepezalˇ","Suspendida",22.1825,-102.2077778,1999
2001,"bc","Agua Caliente","Ensenada","Operando",32.1075,-116.4541667,400
2002,"bc","Bah≠a De Los Angeles","San Quint≠n","Operando",28.60388889,-113.5561111,4
2003,"bc","Bataquez","Mexicali","Suspendida",32.55111111,-115.0688889,23
2004,"bc","Ignacio Zaragoza -Bel?n-","Ensenada","Operando",32.19527778,-116.4855556,540
2005,"bc","Boquilla Santa Rosa De La MisiΩn","Ensenada","Suspendida",32.02166667,-116.7769444,250
2006,"bc","Chapala","San Quint≠n","Operando",29.48805556,-114.3638889,660
2007,"bc","Cerro Prieto (CFE)","Mexicali","Suspendida",32.43805556,-115.3875,10
2008,"bc","Colonia Guerrero","San Quint≠n","Suspendida",30.71666667,-115.9833333,30
2009,"bc","Colonia Juˇrez","Mexicali","Suspendida",32.29861111,-115.0161111,17
2010,"bc","Compostela","Ensenada","Suspendida",31.78333333,-115.7666667,625
2011,"bc","Delta","Mexicali","Operando",32.35305556,-115.1891667,12
2012,"bc","Ejido Jose Maria Morelos","San Quint≠n","Operando",28.3,-114.0258333,20
2013,"bc","Ejido Plan Nacional Agrario","Ensenada","Suspendida",30.67,-115.1311111,420
2014,"bc","El Êlamo","Ensenada","Suspendida",31.59333333,-116.0544444,1115
2015,"bc","El Arco","San Quint≠n","Operando",28.02861111,-113.3963889,288
2016,"bc","El Barril","San Quint≠n","Suspendida",28.3025,-112.8783333,50
2017,"bc","Planta De Bombeo Rosarito","Playas De Rosarito","Suspendida",32.32777778,-117.0472222,72
2019,"bc","El Compadre","Tecate","Suspendida",32.3375,-116.2541667,1110
2020,"bc","El Mayor","Mexicali","Operando",32.1275,-115.2780556,15
2021,"bc","El Pinal","Ensenada","Suspendida",32.18333333,-116.2916667,1320
2022,"bc","El Rosario","San Quint≠n","Operando",30.05944444,-115.7233333,40
2023,"bc","El Socorro","San Quint≠n","Operando",30.32055556,-115.8205556,26
2024,"bc","El Testerazo","Tecate","Operando",32.29638889,-116.5344444,380
2025,"bc","Ensenada (OBS)","Ensenada","Operando",31.85777778,-116.6058333,21
2026,"bc","Isla Guadalupe (OBS)","Insular - Sin Municipio","Suspendida",29.02,-118.2780556,580
2027,"bc","Isla Cedros","Insular - Sin Municipio","Suspendida",28.135,-115.175,3
2029,"bc","La Providencia","San Quint≠n","Suspendida",30.96861111,-116.1566667,40
2030,"bc","La Puerta","Tecate","Operando",32.54388889,-116.6783333,480
2031,"bc","La Rumorosa","Tecate","Operando",32.54861111,-116.0463889,1232
2032,"bc","Las Escobas","San Quint≠n","Operando",30.57944444,-115.9377778,30
2033,"bc","Mexicali (DGE)","Mexicali","Suspendida",32.66333333,-115.4677778,3
2034,"bc","Mexicali (SMN)","Mexicali","Operando",32.55,-115.4666667,3
2035,"bc","Ojos Negros","Ensenada","Suspendida",31.91166667,-116.2647222,680
2036,"bc","Olivares Mexicanos","Ensenada","Operando",32.04916667,-116.6808333,340
2037,"bc","Presa Morelos","Mexicali","Operando",32.71527778,-114.7288889,40
2038,"bc","Presa Rodr≠guez","Tijuana","Operando",32.44694444,-116.9077778,120
2039,"bc","Punta Prieta","San Quint≠n","Operando",29.15833333,-114.1458333,325
2040,"bc","Rancho Alegre","San Quint≠n","Operando",28.22861111,-113.7552778,120
2041,"bc","Nuevo Rosarito","San Quint≠n","Operando",28.63444444,-114.0172222,20
2042,"bc","Rosarito","Playas De Rosarito","Suspendida",32.28777778,-117.0019444,150
2043,"bc","San Agust≠n","San Quint≠n","Operando",29.9375,-114.9669444,552
2044,"bc","San Borja","San Quint≠n","Operando",28.73527778,-113.7525,445
2045,"bc","San Carlos","Ensenada","Suspendida",31.78527778,-116.4636111,164
2046,"bc","San Felipe","Mexicali","Operando",31.0275,-114.8352778,10
2047,"bc","San Fernando","San Quint≠n","Suspendida",29.98333333,-115.2333333,10
2048,"bc","San Jose","San Quint≠n","Suspendida",31.06666667,-115.5833333,40
2049,"bc","San Juan De Dios Norte","Ensenada","Suspendida",32.1325,-116.165,1280
2050,"bc","San Juan De Dios Sur","San Quint≠n","Suspendida",30.18444444,-115.1375,600
2051,"bc","San Luis Baja California","San Quint≠n","Suspendida",29.72722222,-114.7108333,480
2052,"bc","San Luis Gonzaga","Ensenada","Suspendida",30.08333333,-114.6166667,1
2053,"bc","San Miguel","San Quint≠n","Suspendida",28.58333333,-113.95,440
2054,"bc","San Rafael","San Quint≠n","Suspendida",31.03333333,-115.9833333,100
2055,"bc","San Telmo","San Quint≠n","Operando",30.95,-116.1,60
2056,"bc","San Vicente","Ensenada","Operando",31.32916667,-116.2477778,110
2057,"bc","Santa Catarina Norte","Ensenada","Suspendida",31.65722222,-115.8238889,1150
2058,"bc","Santa Catarina Sur","San Quint≠n","Operando",29.72194444,-115.1302778,317
2059,"bc","Santa Clara","Mexicali","Operando",31.08055556,-115.2861111,410
2060,"bc","Santa Cruz","San Quint≠n","Suspendida",30.87861111,-115.6277778,980
2061,"bc","Santa Gertrudis","San Quint≠n","Suspendida",28.075,-113.0916667,400
2062,"bc","Santa Isabel","Ensenada","Suspendida",31.87111111,-115.8172222,1540
2063,"bc","Santa Maria Del Mar","San Quint≠n","Operando",30.40166667,-115.8883333,28
2064,"bc","Santo Domingo","Ensenada","Suspendida",31.63333333,-116.3769444,250
2065,"bc","Santo Tomas","Ensenada","Operando",31.79194444,-116.4061111,180
2066,"bc","Laguna Hanson A. Sierra De Juˇrez","Ensenada","Suspendida",32.00361111,-115.9483333,1580
2067,"bc","Tepic","Ensenada","Suspendida",31.15833333,-115.7205556,30
2068,"bc","Tijuana","Tijuana","Suspendida",32.525,-117.0416667,20
2069,"bc","Valle De Las Palmas","Tecate","Suspendida",32.37027778,-116.6536111,280
2070,"bc","Valle Redondo","Tijuana","Suspendida",32.51777778,-116.7561111,242
2071,"bc","Colonia Valle De La Trinidad","Ensenada","Suspendida",31.35583333,-115.6963889,740
2072,"bc","Presa Emilio LΩpez Zamora","Ensenada","Operando",31.89583333,-115.5972222,43
2073,"bc","Tijuana (CFE)","Tijuana","Suspendida",32.52416667,-117.0741667,25
2075,"bc","Santa Gertrudis MisiΩn","San Quint≠n","Suspendida",28.05055556,-113.3997222,413
2076,"bc","Las Palomas","San Quint≠n","Suspendida",28.21833333,-113.0844444,480
2077,"bc","La MisiΩn","Ensenada","Operando",32.10194444,-116.8111111,20
2078,"bc","Rancho P. P. Cuchuma","Tecate","Operando",32.56888889,-116.6611111,560
2079,"bc","El Alamar","Ensenada","Suspendida",31.83555556,-116.2038889,710
2084,"bc","El Progreso","San Quint≠n","Operando",29.9675,-115.1908333,517
2085,"bc","San Reg≠s","San Quint≠n","Suspendida",28.59722222,-113.7547222,495
2086,"bc","Ejido Jacume","Tecate","Operando",32.59055556,-116.1916667,860
2087,"bc","Ejido Doctor Oviedo Mota","Mexicali","Suspendida",32.22888889,-115.1694444,8
2088,"bc","Ejido H?roes De La Independencia","Ensenada","Operando",31.61027778,-115.9375,1000
2089,"bc","Ejido Emilio LΩpez Zamora","Ensenada","Suspendida",31.10416667,-116.1683333,180
2090,"bc","Ejido Erendira","Ensenada","Suspendida",31.27527778,-116.3686111,91
2091,"bc","Ejido Ignacio LΩpez RayΩn","Ensenada","Operando",31.28777778,-116.2644444,170
2092,"bc","Ejido San Mat≠as","Ensenada","Operando",31.33138889,-115.5436111,968
2093,"bc","Ejido Valle De La Trinidad","Mexicali","Operando",32.35611111,-115.7488889,780
2094,"bc","El Farito","Ensenada","Suspendida",31.98333333,-116.6666667,250
2095,"bc","La Bocana De Santo Tomas","San Quint≠n","Suspendida",29.86666667,-115,167
2096,"bc","La Calentura","Ensenada","Operando",31.27027778,-116.0369444,210
2097,"bc","Laguna Salada","Mexicali","Suspendida",32.22388889,-115.6905556,25
2099,"bc","Rancho Los Algodones","Ensenada","Suspendida",30.78138889,-115.175,460
2100,"bc","Ejido Leandro Valle","Ensenada","Suspendida",31.26666667,-115.7666667,100
2101,"bc","El Centinela","Mexicali","Operando",32.57527778,-115.7419444,50
2102,"bc","La Ventana","Mexicali","Suspendida",31.43972222,-115.0536111,16
2104,"bc","El Cipr?s","Ensenada","Suspendida",31.79027778,-116.5880556,8
2105,"bc","San Pedro Mˇrtir (Parque Nacional)","San Quint≠n","Suspendida",30.96888889,-115.5816667,2500
2106,"bc","Maneadero","Ensenada","Suspendida",31.69555556,-116.5727778,50
2107,"bc","Percebu","Ensenada","Operando",30.88555556,-114.7791667,4
2108,"bc","Punta Banda","Ensenada","Operando",31.71388889,-116.6661111,15
2109,"bc","Santa Rosalita","San Quint≠n","Operando",28.66805556,-114.2369444,8
2110,"bc","Guayaquil","San Quint≠n","Operando",29.96722222,-115.0969444,530
2111,"bc","Ejido Nuevo Baja California","San Quint≠n","Operando",30.51722222,-115.9313889,17
2114,"bc","Ejido Carmen Serdˇn","Tecate","Operando",32.24361111,-116.5844444,560
2118,"bc","Valle De San Rafael","Ensenada","Operando",31.91888889,-116.2341667,721
2119,"bc","Cancio","Tijuana","Suspendida",32.30972222,-116.6,450
2120,"bc","Ejido M?xico","Ensenada","Operando",31.07222222,-116.2061111,75
2121,"bc","El Hongo","Tecate","Operando",32.51638889,-116.3027778,960
2122,"bc","Real Del Castillo Viejo","Ensenada","Suspendida",31.95138889,-116.7458333,610
2124,"bc","El Carrizo II","Tecate","Operando",32.49055556,-116.6838889,300
2131,"bc","Ejido Rub?n Jaramillo","San Quint≠n","Suspendida",30.92361111,-116.1275,60
2132,"bc","Ejido Zarahemila","San Quint≠n","Suspendida",30.69027778,-116.0063889,8
2134,"bc","Ejido Cuernavaca","Mexicali","Suspendida",32.56166667,-115.3055556,8
2136,"bc","Agua Hechicera","Tecate","Suspendida",32.53694444,-116.62,1165
2137,"bc","Colonia Mariana","Mexicali","Operando",32.25861111,-115.3222222,9
2138,"bc","Colonia Siete","Mexicali","Operando",32.53,-115.4111111,7
2139,"bc","Colonia Rodr≠guez","Mexicali","Operando",32.41861111,-115.0361111,17
2140,"bc","Colonia Zaragoza","Mexicali","Suspendida",32.61027778,-115.5311111,8
2141,"bc","Compuerta Benassini","Mexicali","Operando",32.57027778,-115.1108333,20
2142,"bc","Ejido Guadalajara","Mexicali","Suspendida",32.54777778,-114.8786111,8
2143,"bc","Ejido Plan Libertador","Playas De Rosarito","Suspendida",32.4,-117,200
2144,"bc","Ensenada Blanca","San Quint≠n","Suspendida",28.41055556,-113.8638889,10
2145,"bc","Rancho Williams","Mexicali","Suspendida",32.62444444,-114.8777778,29
2146,"bc","Colonia San Pedro Mˇrtir","Ensenada","Suspendida",31.0375,-115.2041667,416
2148,"bc","San Felipe (OBS)","Mexicali","Operando",31.02916667,-114.8394444,15
2149,"bc","Puertecitos","Ensenada","Suspendida",30.36722222,-114.8083333,20
2150,"bc","Punta Final","Ensenada","Suspendida",29.7375,-114.31,3
2151,"bc","Agua De Chale","Ensenada","Operando",30.63805556,-114.75,5
2152,"bc","Ejido Jose Maria Pino Suˇrez","Tecate","Operando",32.37277778,-116.0680556,1380
2153,"bc","Ejido Uruapan","Ensenada","Operando",31.61861111,-116.455,195
2154,"bc","Colonia Zacatecas","Mexicali","Operando",32.06027778,-115.0594444,12
2156,"bc","El Florido","Ensenada","Operando",32.47222222,-116.8211111,250
2160,"bc","Ejido Jamau","Ensenada","Suspendida",31.50277778,-115.725,980
2162,"bc","Camalajue","Ensenada","Suspendida",29.68333333,-114.1666667,20
2163,"bc","Ejido Nuevo LeΩn (OBS)","Mexicali","Operando",32.41277778,-115.1919444,11.4
2164,"bc","Ejido El Porvenir","Ensenada","Operando",32.10638889,-115.8522222,330
2165,"bc","Mesa De San Jacinto","San Quint≠n","Operando",30.88444444,-116.1236111,53
2166,"bc","San Pedro Mˇrtir (OBS. Astron.)","Ensenada","Suspendida",31.04416667,-115.4588889,2950
2167,"bc","Rancho Meling","San Quint≠n","Suspendida",30.97305556,-115.7452778,645
2168,"bc","Loma Tova","Tecate","Operando",32.541028,-116.417,992
3001,"bcs","Aeropuerto Viejo","La Paz","Suspendida",24.15,-110.2833333,20
3002,"bcs","Bah≠a Tortugas","Muleg?","Operando",27.68888889,-114.8972222,15
3003,"bcs","Boca Del Salado","Los Cabos","Operando",23.28861111,-109.4377778,20
3004,"bcs","Buenavista De Loreto","Comondú","Operando",25.12083333,-111.8133333,30
3005,"bcs","Cabo San Lucas","Los Cabos","Operando",22.88194444,-109.9125,15
3006,"bcs","Cadege","Comondú","Operando",26.37611111,-112.5125,80
3007,"bcs","Caduaœo","Los Cabos","Operando",23.33194444,-109.9472222,200
3008,"bcs","Comondú","Comondú","Operando",26.05833333,-111.825,300
3009,"bcs","El Aguajito","La Paz","Operando",24.83888889,-111.1272222,200
3010,"bcs","El Êlamo","Muleg?","Suspendida",27.1,-112.9333333,81
3011,"bcs","El Cajoncito","La Paz","Operando",24.14583333,-110.2055556,200
3012,"bcs","El Paso De Iritu","La Paz","Operando",24.77972222,-111.15,140
3013,"bcs","El Pilar","La Paz","Operando",24.46972222,-111.0016667,120
3014,"bcs","El Molino","Comondú","Operando",24.84027778,-111.7833333,20
3015,"bcs","El Rosario","La Paz","Operando",23.86111111,-110.6555556,45
3016,"bcs","El Rosarito","Muleg?","Operando",26.76416667,-112.4186111,640
3017,"bcs","El TablΩn","Muleg?","Suspendida",27.76666667,-113.35,90
3018,"bcs","El Triunfo","La Paz","Operando",23.80222222,-110.1091667,500
3019,"bcs","Guadalupe","Muleg?","Operando",26.92222222,-112.4083333,720
3020,"bcs","Iraky","La Paz","Operando",24.82861111,-111.2188889,140
3021,"bcs","La Aguja","La Paz","Suspendida",23.98333333,-110.8833333,27
3022,"bcs","La Angostura","Comondú","Operando",25.05333333,-111.1222222,280
3023,"bcs","Lagunillas","La Paz","Operando",24.02166667,-110.3552778,40
3024,"bcs","La Maquina","Loreto","Suspendida",25.46666667,-111.1833333,340
3025,"bcs","La Palma","Muleg?","Suspendida",27.56666667,-112.6,100
3026,"bcs","La Paz (OBS)","La Paz","Operando",24.11666667,-110.3166667,10
3027,"bcs","La Poza Grande","Comondú","Operando",25.76111111,-112.0375,25
3028,"bcs","La Poza Honda","Comondú","Operando",25.36805556,-111.5194444,20
3029,"bcs","La Pur≠sima","Comondú","Operando",26.18194444,-112.0777778,95
3030,"bcs","La Ribera","Los Cabos","Operando",23.59722222,-109.5861111,15
3031,"bcs","La Soledad Nte","La Paz","Operando",24.8125,-110.9805556,340
3032,"bcs","Las Barracas","Los Cabos","Operando",23.47222222,-109.4527778,12
3033,"bcs","Las Cruces","Comondú","Operando",25.39722222,-111.755,40
3034,"bcs","Las Lagunas","Muleg?","Suspendida",27.6,-113.5666667,20
3035,"bcs","Loreto (DGE)","Loreto","Operando",26.01277778,-111.3433333,20
3036,"bcs","Los Divisaderos","La Paz","Operando",23.89305556,-110.1430556,490
3037,"bcs","San Juan De Los Planes","La Paz","Operando",23.96805556,-109.9361111,20
3038,"bcs","Muleg?","Muleg?","Operando",26.88888889,-111.9844444,10
3039,"bcs","Ojo De Agua","Comondú","Suspendida",26.32416667,-111.9847222,180
3040,"bcs","El Ciruelito","La Paz","Operando",23.87805556,-110.1130556,620
3041,"bcs","Patrocinio","Muleg?","Operando",26.82083333,-112.7972222,249
3042,"bcs","Las Pocitas","La Paz","Operando",24.39166667,-111.1083333,50
3043,"bcs","Puerto Adolfo LΩpez Mateos","Comondú","Operando",25.19527778,-112.1111111,10
3044,"bcs","San Lucas","Muleg?","Operando",27.22138889,-112.2205556,6
3045,"bcs","Puerto San Carlos","Comondú","Operando",24.79166667,-112.1111111,10
3046,"bcs","Puerto Cortes (OBS)","Comondú","Suspendida",24.47805556,-111.8222222,6
3047,"bcs","Punta Abreojos","Muleg?","Operando",26.71555556,-113.5741667,20
3048,"bcs","Boca De La Sierra","Los Cabos","Operando",23.38527778,-109.8169444,467
3049,"bcs","San Antonio Sur","La Paz","Operando",23.80694444,-110.0583333,400
3050,"bcs","San Bartolo","La Paz","Operando",23.74166667,-109.8402778,395
3051,"bcs","San Felipe","Los Cabos","Operando",23.10833333,-109.8541667,380
3052,"bcs","San Ignacio","Muleg?","Operando",27.29861111,-112.875,150
3053,"bcs","San Jacinto","La Paz","Operando",23.2375,-110.0680556,95
3054,"bcs","San Javier","Loreto","Operando",25.86527778,-111.5444444,200
3055,"bcs","San Jose De Gracia","Muleg?","Operando",26.58888889,-112.7222222,140
3056,"bcs","San Jose Del Cabo","Los Cabos","Operando",23.06944444,-109.7069444,10
3057,"bcs","San Juanico","Comondú","Operando",26.25694444,-112.4827778,20
3058,"bcs","San Pedro","La Paz","Operando",23.925,-110.2638889,190
3060,"bcs","Santa Gertrudis","La Paz","Operando",23.53333333,-110.0744444,520
3061,"bcs","Santa Rosal≠a (DGE)","Muleg?","Operando",27.33888889,-112.2697222,10
3062,"bcs","Santiago","Los Cabos","Operando",23.48222222,-109.7183333,132
3063,"bcs","Santo Domingo","Comondú","Operando",25.49027778,-111.9152778,18
3064,"bcs","Sierra De La Laguna","La Paz","Suspendida",23.54861111,-110.0958333,85
3065,"bcs","Tepentu","Comondú","Operando",25.09166667,-111.3255556,180
3066,"bcs","Todos Santos (DGE)","La Paz","Operando",23.44861111,-110.2233333,10
3067,"bcs","Yeneka","Los Cabos","Operando",23.27083333,-109.7791667,160
3068,"bcs","Villa ConstituciΩn","Comondú","Operando",25.03222222,-111.6702778,50
3069,"bcs","Villa Insurgentes","Comondú","Operando",25.26166667,-111.7744444,30
3070,"bcs","Vizca≠no","Muleg?","Suspendida",27.57166667,-113.5711111,45
3072,"bcs","El Coyote","Muleg?","Suspendida",26.77361111,-111.9097222,6
3073,"bcs","Gustavo D≠az Ordaz","Muleg?","Operando",27.64722222,-113.4430556,80
3074,"bcs","La Paz (DGE)","La Paz","Operando",24.13472222,-110.3361111,16
3075,"bcs","San Pedro De La Presa","La Paz","Operando",24.84444444,-110.9736111,240
3076,"bcs","Todos Santos (SMN)","La Paz","Suspendida",23.40638889,-110.2016667,40
3077,"bcs","El Carrizal","La Paz","Operando",23.75555556,-110.2705556,222
3093,"bcs","San Bruno","Muleg?","Operando",27.15416667,-112.1527778,20
3094,"bcs","Santa Anita","Los Cabos","Operando",23.17833333,-109.7016667,80
3095,"bcs","E.T.A. 184 Villa Insurgentes","Comondú","Suspendida",25.26388889,-111.7763889,35
3096,"bcs","Las Cuevas","Los Cabos","Operando",23.53888889,-109.6763889,80
3097,"bcs","El Pescadero","La Paz","Operando",23.36388889,-110.1652778,60
3098,"bcs","Los Dolores","Muleg?","Operando",26.52666667,-112.6533333,120
3099,"bcs","San Juan Londo","Loreto","Operando",26.22472222,-111.475,40
3100,"bcs","San Zacar≠as","Muleg?","Operando",27.1375,-112.9055556,90
3101,"bcs","Villa Morelos","Comondú","Operando",24.93,-111.6283333,57
3102,"bcs","Emiliano Zapata","Muleg?","Operando",27.54861111,-113.3888889,60
3103,"bcs","San Jose De Magdalena","Muleg?","Operando",27.06111111,-112.2388889,230
3104,"bcs","Los Robles","La Paz","Operando",24.03611111,-110.125,665
3105,"bcs","San Ignacio De Los Romero","Comondú","Operando",25.5875,-111.6402778,140
3106,"bcs","San Jose Del Pacifico","Muleg?","Suspendida",27.5375,-114.4722222,380
3107,"bcs","Santa Agueda","Muleg?","Operando",27.26,-112.3508333,220
3108,"bcs","Huatamote","Loreto","Operando",25.59722222,-111.3361111,342
3109,"bcs","La Poza De LeΩn","Comondú","Operando",25.3625,-111.1722222,360
3110,"bcs","Alfredo V. Bonfil","La Paz","Operando",24.14861111,-110.5677778,70
3112,"bcs","El CardΩn","Muleg?","Suspendida",26.79805556,-113.1511111,4
3113,"bcs","El Conejo","La Paz","Suspendida",24.07361111,-110.9972222,12
3114,"bcs","Ensenada De Muertos","La Paz","Suspendida",23.99694444,-109.8266667,10
3115,"bcs","Los Laureles","Muleg?","Suspendida",27.6,-113.55,70
3116,"bcs","Los Cerritos","Comondú","Operando",25.18888889,-111.4111111,130
3117,"bcs","Bah≠a AsunciΩn","Muleg?","Operando",27.1425,-114.3,10
3119,"bcs","Benito Juˇrez","Muleg?","Operando",27.88472222,-113.7777778,55
3120,"bcs","Colonia Plutarco El≠as Calles","La Paz","Operando",23.22083333,-110.1444444,10
3121,"bcs","El Dˇtil","Muleg?","Operando",26.885,-112.6161111,440
3122,"bcs","Guillermo Prieto","Muleg?","Operando",27.83888889,-113.3208333,200
3123,"bcs","Punta Eugenia","Muleg?","Operando",27.84694444,-115.0813889,10
3124,"bcs","Ramaditas","Comondú","Operando",25.12222222,-111.9541667,30
3125,"bcs","San Agust≠n","La Paz","Suspendida",24.15833333,-110.9236111,100
3126,"bcs","San Antonio De La Sierra","Comondú","Operando",26.52083333,-112.5041667,160
3128,"bcs","San Luis Gonzaga","Comondú","Operando",24.9075,-111.2905556,160
3129,"bcs","San Nicolas","Loreto","Operando",26.54333333,-111.5491667,15
3130,"bcs","San RamΩn","Comondú","Operando",25.27916667,-111.2852778,230
